0llc4QLVhI1jBCiC	2823,443,1760,2579,514,2039,1677,889,2888,2043,2014,467,980,1014,320,723,265	Mate7	normal
0iiR9f1cOcXVvBEj	2132,1968,2746,312,160,466,1361,1898,1143,1278,1616,2328,2689,1722	H60-L01	high
0LQStCgSx5KNfgmG	200,1159,1463,1850,1056,1604,2318,1624,2423,2792,2762,598,692,487,1618,2365,2941,2940,2875,964	SC-CL00	high
0T9xGJZOk8jpF13m	1525,2300,2440,1370,2101,1677,1634,2591,1813,2894,641,406,1638,2409,1867,1003,1991,1207,1997,2243	SC-CL00	\N
0OBKXFnLCZ9REEqY	924,2855,1462,1547,2011,950,2869,1897,1685,701,2560,458,869,430,1418,1589,1552,241	CHE1-CL20	high
0PMU5xguhDpkw1ZC	410,2810,1942,2475,2746,556,2263,2136,2528,352,598,58,1416	Mate7	high
0Fg8ob0LXBIDUMd0	2163,580,2265,2953,1195,2381,255,1119,1446,82,2518,416,2121,60	\N	normal
0w3klVoQyN1MNRlR	1940,2522,1385,2038,2951,1673,2894,1553,861,1335	H30-U10	normal
03FGqgxKRpvJKu6M	2903,278,1250,1229,1874,245,1976,1047	\N	\N
0DDn0sKZgMTsU4X8	1033,307,1131,2128,1331,2138,1320,1356,598,1006,1387,573,2754,1622	Mate7	normal
0ZHhS8XZqBXWQaON	1066,2033,216,1326,2521,1592,2950,1228,1500,124,2722	H30-U10	high
0Iyu6rQLms3Ix8bF	2580,155,1629,660,963,1753,1061	\N	rare
0HbnwClbbOYXw21M	1915,446,558,297,454,574,1572,1180,2044,725,150	CHE1-CL20	rare
00liOcSOQ0sVI16R	1823,821,238,883,2886,1647,2467,46,2924,2139,775,1560,2767,2604,995,420,2671,2874,1793	Honer6	rare
0cTW6We14vyF4ywc	1236,2446,854	H30-U10	rare
0NohNg1EDGVw8nLE	2002,2472,1885,650,739,738,2293,2653,621,533,493,1686,2626,1118,1628,397,2335,537,1453,151	CHE1-CL20	normal
0sf1MFlwyv2HV4bP	1508,1580,683,39,799,1874,2603,1273	H30-U10	\N
0fBzwFxHSzf6pGKu	791,2912,956,1135,845	P6-T00	rare
0k8dSZJZNxma83RZ	1144,707	Mate7	normal
048ZFdLgoKqyQv2J	1209,2911,2486	H30-U10	normal
0UXPbI2Ls2y0vJJt	1525,1427,849,519,475,1546,2192,1950,2532,936,1246,898,2569,2756,777,2212	P6-T00	\N
0Qc7MdGhHmdrtXSA	1777,1593,218,2846,1967,2681,1274,1528,182,2908,2289	U9508	\N
0jJlMUf2eKPpJ7fD	2852,578,98,2313,795,1537,1390,1238,1626,489,1142,537,1453,91	H60-L01	rare
0KdXtOHFpi3aSivK	1336,978,525,707,436,135,186,2871,1656,701,1007,1751,697,1683,1954,1591,2091,335	SC-CL00	high
0RysoVe5aSbDsi0H	820,850,2883,2780,2433,468,1166,593,1322,2597,1952,2191,2759,1623	H30-U10	normal
0Fbw88DI5f10NfcV	275,2405,2260,381,2949,2863,1028,1529,1843,1118,701,485,1282,2692,2998,1209	Honer6Plus	high
0xMswOx4wdvP9lEP	2373,1217,1071,233,1666,2175,2194,2946,286,1538,1477,1952,1871,2906,1452,2242,1480	\N	high
008BxQQOFPuUROOb	2133,411,409,472,1834,22,1129,962,2936,2075,2142,572,1453,1316	Mate7	high
0ZqqqaN1LadUVN6J	1187,1925,665,1834,25,1108,1843,1379	P6-T00	\N
0QFlbtlbnR6p0FeW	1510,838,2358,82,1635,2805,642	H30-U10	normal
063DZrIkOyf9u7CA	34,238,374,787,2578,2465,1673,1775,132,762,221,217,1859,2939,125,271,2994	Mate7	rare
02jHzeklAbue08DG	2884,1954,2934,1813,2922,2977,1775,2688	Honer6Plus	normal
0HA6Xdw24p5FhNGA	2391,429,1560,853	H60-L01	rare
0lygkxQBgzEUAR1g	2402,260,765,2160,628,1781,1814,366,753,1079,894	Honer6	\N
0rBP5qmr0Wqsvg40	1034,2283,1310,2667,24,78,2680,1655,2690	SC-CL00	rare
0RseMhplmzCsuCqH	2656,393,732,1218,741	\N	\N
0L6tb7ejNPzk6wOv	2180	Honer6	high
0cuuBW4cG8tO7OIy	2811,1550,38,705,2318,1122,552,1471,84,1626,754,27,2395,1104,1137	荣耀畅玩版	normal
01utQc3aXENRfVly	136,2510,2441,1540,43,1982,1946,1196,907,1385,214,1209,753,418,2328,2273,2943	Honer6Plus	rare
0eOe73DWv57q2CNj	356,1491,2130,296,1591,2382,2680,2289,269	\N	\N
0qoF1VBR2yDI0PHH	119,2540,290,807,2342,1128,889,2136	H30-U10	normal
0n8ZyvI4JO8cKt2w	448	SC-CL00	normal
0kr2WsPjQ27liomW	2658,2457,1936,1292,1949,286,2570,2351,1213,448	SC-CL00	high
05fClr9xoYAWkvl4	578,1430,1628,753	Mate7	high
0MIfDDBPsCg31Nuv	85,2373,546,716,978,1573,2738,2858,522	H30-U10	high
0SLAf2DpFG2oJk6u	2852,175,953,797,2710,1602,2801,2110,1705,1290,1270,2899,2423,399,2553,1295,1901,2548,1689,1962	Honer6Plus	rare
09rEw4kAx6cbdj87	791,1974,2202,954,1737,1875,2895,1031,2176,900,360,28,844,1789	Honer6Plus	high
0FeLqInDHOO5DH69	2375,154,2355,939,2797,1980,1263,1465,1784,2171,810,2530	P6-T00	rare
0ZLAdBz1jQk5Fnk4	2096,414,1818,1021,2382,1981,2195,1775,2653,2410,2567,2222,248,1964,1284	H30-U10	normal
0tO1dh3xvC9UcCK2	2929,1357,1184,942,513,2610,2647,1888,2755,808	荣耀畅玩版	normal
0jk9XZbW3smvMsKB	1640,2612,1899,2128,2890,2029,929,1977,122,912,2242	荣耀畅玩版	normal
0NNEO33OpU6c0or3	1839,1656,2129,2662,2356,1343,2742,707,1346,2687,2231,607,1437,1334	荣耀畅玩版	rare
0bNSq9MgppZM2Pg1	1375,1017,276,2949,1466,707,1543,2738,521,1394,774,910,1776,2559,1594,303	H60-L01	\N
0CQVACwwhrX1FNwx	1410,2984,1697,2360,2607,2363,367,1605	P6-T00	normal
0FwCTsXPQyQv1ejE	1021,1343,524,503,377,2977,740,424,2187,1171,781,215,2603,2790,448	Honer6	high
0ni1Ih1MWSa7t1fO	462,2595,398,472,2192,888,753,590	SC-CL00	normal
0SGGuH66X9XX3ngx	478,548,2848,2239,142,2851,828,1026,2590,2439,379,1497,1897,1864,1050,56,2393,210,1652	CHE1-CL20	\N
0o1drdu3E2t19QET	1173,97,695,976,521,1944	荣耀畅玩版	normal
0xThvWjsC8jtBAFS	2814,1697,2361,558,559	Honer6	high
04Kytb2pyPdJDj3O	35,958,2583,991,1488,2981,525,1906,1977,552,2458,2972,2186,661,89,1480	P7	normal
0inwHobFXugJlrXh	1642,2731,680,1273	H30-U10	rare
0A4Oc5OdjC1K3odn	492,2020,2715,2517	H60-L01	normal
01P7frws2QbiXvuW	713,2566,2930,2896,2576,1069,2495,1904,1451,496,2029,2894	H30-U10	rare
0ypzHkYnWK7Kubiw	427,540,2726,2667	Mate7	rare
0EMYumMLgTgcNL4G	2134,2855,2589,2981,2923,2982,1257,1866,942,2384,721,633,1140	SC-CL00	rare
0lhg3AZf66gXsOPu	305,2269,474,2890,2140,400,736,2771,2111,709,673,2459,2284,86,2798,972,2879,1280,1045,301	Mate7	normal
0REea4M9jnDqk20b	415,1055,679,1030	H60-L01	high
0GRs8zCPvqFQa1az	959	荣耀畅玩版	normal
0riEdk4qhA570a77	2234,2355,1490,488,430,2412,2755,2094,1947,777,224	Honer6	rare
0kUEYx7e40AqHTdV	1155,2445,1816,2383,176,1813,1348,1028,182,824,2062	Honer6Plus	high
0HOE4c8OOP08j2Gh	1866,2702,2248,2714,321,417,246,707,2497,2546	荣耀畅玩版	high
0LryPH22pTd635t3	2211,526	P7	high
0rrBUEgmt6ySLovA	747,508,509,2580,2509,643,2530,2972,2566,1626,770,1113,2024,2208,451,638,2720	H30-U10	normal
0HNAnLQZKIjwIdis	2812,617	P7	\N
0vh13gf6MvpUtVHp	670,2582,2096,2298,1665,764,2479,2796,1419,2010,165,643,894	Honer6	high
0QYEOjl4zEMBnXkV	1896,2576,2265,2346,1280,133	Honer6	\N
0XYtkZqQ6yJy21X4	2887,2711	SC-CL00	rare
0kUloIH8GiEeZcJF	514,351,2192,919,382,1090,1927,1237,1508,1657,116,1354,1233,419,2483,1079,2723,1586,328	H30-U10	normal
09i3cJ5DNpXg8R3f	477,838,716,1902,1465,1365,2123,1243	荣耀畅玩版	\N
00gkmtSInb56tcvB	2541,653,170,1442,2416,159,1937,1506,1676,1739,1423,2791,2962,210	SC-CL00	rare
0c8Ojbat1usDuqnJ	1832,2661,2055,676,1535	H30-U10	rare
0AXJ8CeOcfdODy5n	686,495,2808,1086,2812,764,2127,1909,407,2569	\N	normal
0ydehHxrR1hoYal9	2761,2048,1320,2627,1670,33,2186,279,2611,1722,2977	H60-L01	rare
0x52J5UGPtQU7jue	139,764,2236,145,1010,2256	P7	rare
0Y4lJjnYHNGRQNeX	2262	U9508	high
0927nskWLAbu35Y1	207,2973,2457,920,2294,335,90	H30-U10	high
0XBaOgdQXyPFsnA0	2641,608,98,736,2499,346,44,194,2420,327,19,1201,2901,2358,2661,1517,720,366,2756,1998	Honer6	rare
0nxE34YoO78IWHuw	2017,1684,2955,2520,1547,573,1296,1571,998,2182	H30-U10	rare
0MSw9CxtmwwPjXyT	326,1032,2611,1922,1450,1790,1483	荣耀畅玩版	high
0mOmhn0tkltB24fm	1822,1771,2434,2704,498,15,627,1389,392,1662,2461,1858,1075,1043,2448,2517,2639	P7	high
09MnZMVrvd8HAIz5	744,2301,2278	SC-CL00	normal
0fvtro7tIyzeeC8Z	1629,1732,575,2276,2711	Honer6	normal
0ygyTIqyG11wt42R	1456,1839,2081,306,1053,458,1715,1194,677,2500,2999,391	Honer6Plus	rare
0VO0PW8P2snBBUvd	1249,413,1540,858,2380,2111,1772,1984,761,2325,629,2901,1829,1590,1279,2178,1139,2029,1453,2392	Mate7	high
0KVFvqpBFMdwx6lj	1942,1034,2441,2135,443,2309,2465,1093,2682,527,2829,498,2761,700,2085,1448,574,1694,2789	Mate7	normal
07tzb6LVsT3wFJHm	4,1430,2163,1037,1546,2504,42,2170,834,2285,866,2087,113,1754,2484,2670,725,209	Mate7	high
0kcspczRqTlLqPjP	2914,2057,676,29,1031	Mate7	rare
05eyN5kLmLNNvBqD	2614,2130,2829,1774,1360,1270,1807,760,866,766,2864,1780,2996,2692,1418,366	荣耀畅玩版	rare
0IwIpCagoeyqKN87	2912,551,1101,515,859,1465,376,1947,1123,2015,74,1082,353,2971,1280,2911,2120	Honer6	rare
0pFMIMkcBdyBHgtd	2675,2811,2442,1339,2270,1309,749,1696,2230,2197,379,2047,1005,1780,1751,1517,2573,2634,2027,2965	SC-CL00	high
0BT0pDqQxSjfDF3E	1022	Honer6	normal
0IfBe3XyKJXE42GN	2200,1155,2202,1820,822,629,2124,2091,1725,2029,1792	P7	normal
0NEOnbyBlDMvBzDO	2853,858,1981	CHE1-CL20	normal
06ywvW8m8hXS3inG	2641,2991,2956,2576,142,2381,743,1810,1167,2892,2252,909,1002,1324,531,421,361,482,1345,1861	SC-CL00	normal
0tV24Rk9PG8VLxIN	1456,2097,2818,1570,1333,620,194,2116,113,735,334,2486,1243,90	SC-CL00	high
0gTsrSlsCok5BXty	2033,1336,2300,1820,1310,1575,383,2923,2978,1015,2764,1004,1507,219,1281,2181,1623,1514	P6-T00	normal
0oIZ0oV9nsIgIksg	1629	P6-T00	high
0OFVUEemtar95avN	2810,2164,1035,2310,2536,1402,1058,1736,2194,1060,2198,2979,1168,532,664,1146,2124	P7	\N
0cXuuUaThpFALjLD	2574	U9508	\N
0uYb20h77vfJRJSZ	985,2577,680,2383,2800,2857,464,2496,134,1238,223,1323,2934,25,2398,1378	Honer6Plus	\N
02QVlZFVh1KMeNfp	987,1374,206,2006,370,993,2502,24,1417,1214,590	Honer6	high
0X7kIQTcnR7feh0H	989,1723,1497,30	SC-CL00	rare
0ZC0NH6GZ9ZnBORk	1729,1132,1430,1698,472,819,172,1734,1059,2584,1675,2108,2259,2564,1778,2254,23,2867,2461,2366	P6-T00	\N
0E3a4TNuIOWmuDuM	880,445,2781,1098,1350,2784,2498,2183,2168,2182	Mate7	normal
03nVDtGdfXyTLHb0	508,1699,1520,2968,1631,2851,2415,1468,1930,2497,181	U9508	rare
0SyfGA4dXDbYvMkw	805,2024	H60-L01	high
0OdF0wufGIJ4i2dZ	1779,549,2238,1803,514,2937,1812	Honer6Plus	\N
0lhrUI1XgSL4vjll	1426,2133,2423,1239,975,1461,955,1679,1906,2449,758,2170,1421,2788,1213	SC-CL00	high
0vOF0WGzyNQNavCu	850,427,185,1386,870,2221,1502,127,1436,151,1345	荣耀畅玩版	rare
0HGzK76HroUojyJ7	1132,2006,2239,2295,2829,1296,673,2898,1051,2492,1055,1592,1935,1649,94,899,2454,691,328,2639	\N	\N
0U9FAo7UI0pcebgl	326,2880,968,2001,1144	SC-CL00	\N
0jUx9fnlSq5cmUMW	1669,949,2743,1027,2291,1151,254,1290,2083,1505,54,2971,1145,574,2179,177,778,1317,569,363	SC-CL00	normal
0s6j7Y2b1wNBA4dT	1070,2816,2589,919,58,2983,2568,877	荣耀畅玩版	high
00jkWkBfPqBaRxGs	1642,1576,2918,67,97,1229,2856,133,521,2526,1386,2832,2728,1934,572,1377,1241,2638	Honer6	normal
0Y1dd5nYXFN6Jp0n	239,2406,1155,235,785,1023,2444,949,2315,1948,797,857,1594,1446,2250,814,2547	Honer6	high
0yY6ThbRSgoLdPUH	424,70,582,2281,231,2450,315,1246,2691	H30-U10	rare
0AFNZ8vMkTteZfaW	103,551,789,368,1071,2891,2437,2470,2805,2974,2389,2900,2125,2607,1620,996,388,845	Honer6Plus	normal
0bHAlYoYNpmgnMiY	518,2915,1130,1020,1340,1250,2369,1248,650,1439,1117,1268,86,974,2084,1751,417,2398,1788	SC-CL00	high
09nh7wnbChraJPaU	2820,1940,1950,1672,1455,1945	P6-T00	rare
0OCOGFwNOMdLbVvs	2955,2113,765,1931,2171,1062,1047,378	\N	high
0d0L8aFhawj3v7hs	2778,2161,1429,1875,2743,228,1062,376,2353,2833,2090,660,215,1992,2063	\N	normal
0AkHLwugysmZ7utr	2322,1686,818,1795,379	CHE1-CL20	normal
05KAddeg4lzPjGpi	1642,668,1001,1957,2251,244,469,724,1528,316,2513	H30-U10	high
09sPkCN0xrEe3tZo	1104,45	P6-T00	normal
0Dpxk77fsdD7yxIY	2322,625,291,1299,831,2027,1637	U9508	rare
065EyamAjm0A7wkm	566,2339,2495,2828,404	\N	\N
0cl3BfLNOta2F0zI	804,774,372,33,1510,1523,1532,1828,2591,1199,1335,1843,2926	H30-U10	rare
0EgA2UgkauEhoYXF	1549,1457,2441,1701,413,1987,2459,2868,1658,1715,2755,2181,1316,2155,2062,569	Mate7	\N
0Sa42lSNXPAicOAe	2750,2835,768,1380,679,2057,72,1316,2979,2616	荣耀畅玩版	high
0tmvCugv1xSkPOM4	1003,594,37,226,192,2109	Honer6	normal
0fibXVeTiF0necBg	550,2309	\N	rare
0tsWs4Zw56TVuwO6	2659,507,1058,381,1553,2243,75	P6-T00	\N
0cDXEiaLtXlPWTPu	2957,1845,1301,740,1117,427,1080,2562,1781,455,2245,778,896	H30-U10	high
0v2n31xUOeDFDYyb	2034,2102,920,525,131,1364,1192,2741,2856,1392,2693,2209,1932,2568,2394	H30-U10	normal
0QKiSpiGpEXRdN2t	2822,2443,1223,2340,1488,2004,2951,197,2469,2760,866,1268,2419,1144,1727,2965,2362,1931,1421	Honer6	rare
04EBYNz0R4W4XLJL	2989,116,392,2917,263,2968,396,2572,2448,2059,242,1978,1860	P6-T00	rare
0gw7kF9AkjntPYXA	2611,1868,1960	荣耀畅玩版	normal
05NHkYROsuDlVc2R	747,2643,2232,1371,1400,618,978,1543,109,1438,1743,2930,458,1712,780	\N	normal
0cVapXAjPsti1acc	205,1223,100,2783,678,707,983,2528,2868,1268,1715,2562,1382,840,1482	Mate7	normal
0MWArj68OimUtEk0	2956,2955,2311,2608,524,527,2196,226,2468,2288,2377,15,971,2795,670,731,1208,2029,2546,241	H60-L01	rare
0qYl8NR9c0iWJeix	102,1493,1434,1813,2927,2869,702,1779,1169,2283,1087,2449,1247,2029,1998,931	Mate7	normal
0CVeFfoCRoFNzNai	2735,1387	\N	normal
0iFHRHHhP2qNR2eU	2007,311,612,982,552,2109,1508,1323,1682,2521,903,992,366,2689,2568,1482,2759,1894,268	荣耀畅玩版	rare
07RSqrkXGBilBdmJ	2065,1864,133,1334	Mate7	\N
0yk97YOjoLN6zSGS	2443,510,71,236,786,1908,87,2835,1748,1593,932,2208,270,1275,658,121	P7	high
0xXzPy33uymlQH8R	1642,1549,2820,2164,413,583,1296,193,72,107,762,1053,1715,1109	荣耀畅玩版	\N
0FnBffTGd93rCzGz	908,930	H30-U10	\N
0PLbaQqR9VGme8Em	1582,2540,1711,1010,1543,856,406,2558,2480,454,2157,1042,1966	U9508	\N
0C5QZMKKOBadOkXo	716	H60-L01	high
0PDtRpliAIyaDvXA	2557,850,2295,2076,2498,1481,1539,1674	SC-CL00	rare
0Ql8aai8PPqnNZK8	1958	Honer6Plus	high
0SCDAPtygXK0uCnE	102,2988,1457,2372,2980,349,1433,327,1782,2970,2283,907,972,213,2664,1755,2993,2424,1791,726	\N	normal
0yw2bff8pR7iECyv	2270,2880,470,2869,492,1780,1312,1590,755,1797,2873,481,242,928,2240,2512	Mate7	rare
0OuvjdhUZiyZTwzq	1551,2523,1417,736	Mate7	\N
04k8usxRNvTt1Lr9	1685,1407,2970,1428,1905,1059,501,1025,24,737,1199,1878,1224,1929,981,1772	Honer6	high
0DMSev6DPfQzO9jf	2150,1684,1823,2760,1476,1338,2699,2830,1127,1518,639,2498	H60-L01	\N
0rUvwVr6yY6IF1fU	2049,1372,114,2356,644,1993	Honer6	high
0P7OkVtQghf6V2wh	1133,1219,1817,197,2106,2532,77,2653,2827,827,86,115,21,2087,575,1752,1516,1345,998	荣耀畅玩版	rare
0HiVyDSBifHqjxRo	2336,1336,1698,988,135,225,2229,1031,405,1202,1832,2691,2909	H30-U10	\N
0ZN5gpl5cNyyG5N1	784,738,2998,1979,1196	\N	\N
0j884A4DXHLl6dt7	1457	U9508	normal
0NbeSTXZRrpjevcS	1913,2780,2588,2800,2650,527,893,1202,2558,2930,250,1444,1781,456,2244,2574,570	SC-CL00	rare
0baMUvxFtfxqPG47	2404,495,2778,2538,2632,2398,916,1586,31,930	H30-U10	rare
0MHVIYLPw6ArNuL1	2372,2165,1390,819,2418,2124,2210,2784	Honer6Plus	rare
0qva19AjNyjE48SR	2421,2065,1728,2808,1698,490,1260,1621,1893	Mate7	\N
0t3jS9JRme8CMcwC	629,36,198,224	Honer6	normal
0Andh95Z9SABKpuc	2310,1005,1267,1935,2981,1532,2398,1140,1392,90	Honer6Plus	\N
0H49xslBuqHoYZt4	933	P7	\N
0OpgyAt9yadW7CgS	2338,1252,2916,2678,310,650,1129,232,617,1165,1062,1360,1745,2520,2726,24,1992,215,2393	H30-U10	normal
0zLKlxvg0jZ9EsIy	1926,2853,823,761,922,278,2128,2358,2383,2879,2061,2242	荣耀畅玩版	rare
0oBNHdE5sas77Svf	2625,169,1037,2677	P7	normal
0Q8QLZzflUKoEGkS	220,1898,1238,257,907,1005,1444,1562,2831,386,1796,2173,2089,183	H30-U10	\N
08QhxfAJcvPGQ2Jn	2778,1610,1128,2008,1090	Honer6	high
04jPc2lZpmOKcIRR	2615,1822,855,2536,1541,552,1508,773,1005,2283,2057,603,2605,480,1136,964	Honer6	normal
08xfu33R05bwLOHt	1134,2119,1233,200,2040,1262,131,2348,2197,1586,1091,1569	H60-L01	normal
0nkwtQBvllwcBP6Y	461,1879,1078,607,1788	P6-T00	high
07tQquvDnEXduteY	463,1656,1802,142,2504,1039,2192,2244,315,400,436,2028,1136,1704	CHE1-CL20	\N
0031VkAtuADgfSOD	239	荣耀畅玩版	high
04Qfjj98tMygs5ZN	2862,2940,1360	荣耀畅玩版	rare
06hqrjSkwuYwsQPI	2443,959,272,882,206,1938,2815,1522,1576,1027,80,1834,1111,2784	U9508	high
0cDk6pHSLn5aYy9d	2406,1327,1075,2482,706,572,1604,536,642	H30-U10	normal
0A3nJXwkQPEIEz4t	1359,2524,975,2385,720,2026,2691	Mate7	high
0cRHhgAWgbsfmUjM	1684,2658,1168,1236,746,476,2855,1504,144,2502	U9508	high
0pPelJnJjep3Udf1	1656	Honer6	high
05wCKdrWdAzBWKPM	2000,1941,2134,2727,1977,2453	H30-U10	\N
0sIBk9SxPbSCdw48	550,685,2354,2809,1880,1191,887,22,1486,623	CHE1-CL20	rare
0eQ8Nxv6Thp7Eluy	2270,2102,8,1602,227,1842,2050,1805,773,1146,1293,2998,300	荣耀畅玩版	high
0A7TlO1fdfUDcG0G	1883,1442,1700,1958,558,1950,2107,1556,2618,269	U9508	normal
0KaSYPdWWBOdHrnw	855,1884,470,1982,2292,2349,1164,494,2463,530,2796,1041,2606,2176,814,2904,1319	U9508	rare
0oqbPfpTiXu6EOuE	970,1250,248,142,972,93,1073,2551,617,89,1345	CHE1-CL20	normal
0P89CAjCyPK1PeXT	2672,1065,4,412,2504,166,2470,947,701,1616,454,2244,2027,1212,1860,2426,757	Mate7	normal
0eHg0MCVjpbGPyVw	1853,943,855,1875,214	Honer6	rare
0fDwCd1SS9bWpubR	2540,1491,2713,2236,2237,2382,2711,2826,589,2865,2222,972,1244,688	H60-L01	rare
0l01qOTcSeLA6rJy	205,1668,169,2204,1851,233,891,526,736,893,1571,2624,2564,222,2019,1314,2157,94,2670,2994	Mate7	rare
0ql7HgjGPHSWbiNM	1048,745,831,2425,1107,1758,792,538	H30-U10	\N
01czwFtaaExSmBG3	1729,2407,1851,938,1874,2905,1224,710	H30-U10	high
0PFMmAN9RRS4z2nV	1084,2193,2616	Mate7	rare
00WleFoUMsjdcBfI	1339,2432,2439,792,1256,2559,2147,294,973,23,354,491,1244,1994,385,1961,536	P7	high
0ABfnERsWN8FKqD2	2746	H30-U10	\N
03LtajN1wuUSo8ij	2493,464	U9508	normal
08e3njiRHTsp8s3E	258,474,2746,1147,1734,723	Honer6Plus	rare
0VULC7zEYZGhd4mV	2641,2269,789,922,2308,1488,40,797,1497,1593,560,2756,120	CHE1-CL20	\N
0MWWSgvSm7BXL7Kr	2303,715,461,3,1523,2885,525,2831,2771,1192,557	Honer6	high
0hefWbQDegr1MUrN	1972,505,112,1830,1738,2240	SC-CL00	rare
0yfREGaGpXbknoRj	2836,732,2590,1586	U9508	normal
0AencZB8VisAyVwG	956,1883,494,1391,1176,1542,2396,362,2908	SC-CL00	rare
0WBzmQW4hPXXLpz0	713,2285,2165,975,615,601,1276,2687,742,2121,1241	SC-CL00	rare
0eL7ZagWUBr9CUNg	2049,2871,1019,631,2267,2950,2878,2408,1774,2545,1421	荣耀畅玩版	\N
00TnYdgQWwMjTisP	2971,233,939,1786,1041,962,1650,1261,944,691,166,1481	P7	\N
0P9LONzzA4sGWK4w	1255,304,548,807,42,1449,704,1993,332,2965,1027,2231	H60-L01	high
02bias03n2lSUytb	986,2922,1398,944,1773,2050,2423,291,1661,456,1888,2694,1999,1998	H60-L01	\N
0uuF3oyXbvAU7oDU	744,1576,2829,2378,1742,910,117,2871,2792,2020,837,2969,2024,960,2994	H60-L01	\N
0koISS5yTvbSp07O	1818	SC-CL00	rare
01aeVeRJYlpqdQ2F	2511,1255,1033,2914,1459,2985,308,2921,1543,2838,2216,494,399,1802,2278,639,847	H60-L01	high
00otg4eW94cVb03e	1609,612,2314,1709,161,130,2772,1775,347,523,1149,906,54,145	Mate7	rare
0da2x97DDB6gStyy	508,2300,2538,888,1422,361	H60-L01	\N
0JM37pCyoZW7kzBk	1729,848,822,1615,2100,2802,350,401,46,2792,833,1276,1423,60	P6-T00	normal
0LM8ZGrse8ylIpPw	2404,239,1203,671,484,2159,383,384,2514,2704	P7	high
0E9rpbifE8nPml4a	2643,2930,884,667,26,2842,331,1031,164	H30-U10	high
0DX4mMNddXbcht6k	2132,1880,1611,1309,2106,1572,1438,2528,2459,256,1053,874,94,450	荣耀畅玩版	rare
0ZUVyWSc3ojBlDfp	1767,191,819,1488,2715,2743,2982	P7	high
0HEAq0RkINcRItWW	394,359,1887,1401,891	H60-L01	rare
0LeFxMYNbnc1sjGp	1255,1254,1736,1811,1393,436,2496,1091,2893,1927,84,1326,541,1281,1931	Honer6	\N
0SCNc3ObxcISkhT6	1133,2128,2297,2044,741,2252,494,1080,428,1292,963,2518,2967,1105,2392	P7	high
0x0l6aR9A1PsgxpM	2839,1032,2911,73,1795	H30-U10	high
0UcMYcnIJTSwe93a	1511,2388,369,682,1216,2981,540,808,1587	P7	\N
0ofcEjNiequnm45H	1956,820,1641,2400,1900,2630,83,2221,769,264,2889,912,569	\N	normal
0F6Al1ZMr9g4rRN7	542	荣耀畅玩版	rare
0snF0JWJVAkCxety	971,1116,290,1035,1984,1005,81,1386,1711,963,892,1497	\N	\N
0LiJH5dDa620xUgl	364,2518,1946	P7	\N
0UBpo7KKK5du2CJi	381	荣耀畅玩版	\N
0mQXQi57XKOYh7Ga	2321,2463,39,2418,2382,1771,1435,1347,2926,1691	荣耀畅玩版	normal
0MgSe5P6rGf0ISaq	2700,1714,2027,2179,527,572	Mate7	high
04Bcj6aN7jtt6429	2897,427,2748,2113,2161,2244,146,1618,1689,552,74	Mate7	high
08lMGB93xMdoOjDW	773,2146,2985,1683,2607,228,643,2942	H30-U10	\N
0cTNwnHydTzfvKNk	2268,2404,746,2460,2466,317,2721,2960,2198,482	Honer6	high
0CHRi4QJ0EYFFhPZ	627,700,694,110	荣耀畅玩版	normal
00g2M3JrQbRfkXJ5	989,2905,2759	\N	rare
0Iuw0DU8Z8Odtz0z	508,1938,203,1092,2860,1056,951,1364,2230,703,909,2463,1507,1114,2754,1654,2943,1284	Mate7	normal
06hP2ycZ8zqqxLKC	1527,952,141,1462,1502,126,1825,1470,2874	P7	rare
0D96V9XTQ5IReknN	2675,1526,1424,2423,2732,2087,1851,704,2876,2380,1377,1256	Honer6Plus	high
09rRxydoulXmDBIP	1322,1252,731,293,2101,2158,1587,2455,1825,1318,1569	H60-L01	high
0WVTVcXp4y1IPmve	1234,2884,127,2905	Mate7	rare
01PZE8lDFEdraPZz	2580,1546,1329,2315,2891,2349,2198,1061,2927,1497,1169,1322,2493,1660,2573,421,182	H30-U10	high
0uFawyfw0fRx0ONr	2723	Honer6Plus	normal
07cNvWRrEemNW3dr	2751,2039,2398,314,1496,210	H30-U10	\N
0MdEOLsQxDgC1af8	2899,2839,2897,472,1350,1141,1519,1738,2653,2197,538	CHE1-CL20	\N
0LW8nP0ZW6ZnIzLn	712,2886,2128,1368,705,2770,1536,133,427,2114,938,769,1446,1211,2247,2329,1315	CHE1-CL20	high
05VdJPonFnqmBcLb	1887,2288,1061	Honer6Plus	high
0nOaddToryc5h5gv	2048,1000,1018,609,750,1219,172,650,1109	Honer6Plus	\N
0hpSWgXLM6Tap2F0	500	Honer6Plus	high
0tBFGdUROpLKq9LO	2894,1790	CHE1-CL20	\N
0q8477QflYuBZ0BO	2974,2416,1343,1327	H60-L01	\N
0ppGiTZ5roGc7HC7	2166,2613,168,2370,234,581,310,1534,1573,1164,1335,627,2019,2567,1748,1952,2362,898	\N	high
0ABphoEpf9pEwnAa	440,234,2953,2296,2010,2141,47,2321,1511,1118,188,113,2901,1244	H60-L01	\N
0NGHOdyA1dSQq8x5	2002,2203,1020,1008,1814,1482,2274,1721	Honer6Plus	high
0S8UPEBJtOPYJA0C	1290,987,1103,2001,1020,545,437,1167,930	H30-U10	normal
0APwmYfiPc5xjBV9	1937,1158,1011,875	SC-CL00	high
